Clapeyron Database File,,,,,,,
UNIFAC Unlike Parameters,,,,,,,
species1,SMILES1,species2,SMILES2,A,B,C,source
CCL4,,BR,,203.2,-1.328,0,
CCL4,,DMSO,,325.2,0.4405,0,
CCL4,,ACRY,,902,0,0,
CCL4,,CL-(C=C),,220.6,0.3756,0,
CCL4,,ACF,,197.4,-0.4858,0,
CCL4,,DMF~|~HCON(..,,512.7,0.02702,0,
CCL4,,CY-CH2~|~CY-CH~|~CY-C,,-37.183,-0.047827,0,
CCL4,,THF~|~CY-CH2O~|~TRIOXAN,,190.45,0.012716,0,
CCL4,,CHCL3,,22.779,0.042145,0,
CCL4,,HCONHCH3~|~HCONHCH2,,516.966,0.19471,0.001855,
CCL4,,AC2H2S~|~AC2HS~|~AC2S,,1366.3,-3.8385,0,
CCL4,,(CH2)2SU~|~CH2SUCH,,120.59,1.2816,0,
ACCL,,CH3NO2~|~CH2NO2~|~CHNO2,,3986,25,0,
ACCL,,ACNO2,,-184.5,2.2806,0,
ACCL,,BR,,-69.88,0,0,
ACCL,,DMF~|~HCON(..,,-12.71,-0.4758,0,
ACCL,,CY-CH2~|~CY-CH~|~CY-C,,207.16,-1.2206,0,
ACCL,,THF~|~CY-CH2O~|~TRIOXAN,,96.855,-1.2993,0,
ACCL,,CHCL3,,-27.161,0.611,0,
ACCL,,HCONHCH3~|~HCONHCH2,,593.203,-0.7904,0,
CH3NO2~|~CH2NO2~|~CHNO2,,ACNO2,,85.6,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CS2,,68.87,3.217,0,
CH3NO2~|~CH2NO2~|~CHNO2,,I,,643.8,-0.7376,0,
CH3NO2~|~CH2NO2~|~CHNO2,,BR,,9.258,-0.1079,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CH=-C~|~C=-C,,-70.24,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CL-(C=C),,159,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,DMF~|~HCON(..,,606.9,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CY-CH2~|~CY-CH~|~CY-C,,119.3,-0.5691,0,
CH3NO2~|~CH2NO2~|~CHNO2,,THF~|~CY-CH2O~|~TRIOXAN,,53.75,0,0,
CH3NO2~|~CH2NO2~|~CHNO2,,AC2H2S~|~AC2HS~|~AC2S,,324.62,-1.1828,0,
ACNO2,,BR,,505.4,0,0,
ACNO2,,CY-CH2~|~CY-CH~|~CY-C,,2004,-4.5,0,
CS2,,I,,212.4,-0.3692,0,
CS2,,CL-(C=C),,-93.31,-0.1286,0,
CS2,,CY-CH2~|~CY-CH~|~CY-C,,29.45,-0.9194,0,
CS2,,THF~|~CY-CH2O~|~TRIOXAN,,166.56,-1.0407,0,
CS2,,CHCL3,,89.744,-1.0122,0,
CH3SH~|~CH2SH,,DMSO,,467.1,0,0,
CH3SH~|~CH2SH,,DMF~|~HCON(..,,356.6,0,0,
CH3SH~|~CH2SH,,CY-CH2~|~CY-CH~|~CY-C,,-7.465,-0.4151,0,
FURFURAL,,CL-(C=C),,-277.6,0,0,
FURFURAL,,CY-CH2~|~CY-CH~|~CY-C,,96.59,-0.7691,0,
FURFURAL,,HCOOH,,778.78,0,0,
DOH,,DMSO,,-228.4,0,0,
DOH,,DMF~|~HCON(..,,373.8,0,0,
DOH,,CONH2~|~CONHCH3~|~CONHCH2,,-210.34,0.9103,0,
I,,BR,,-536.2,1.995,0,
I,,CHCL3,,-47.772,-0.009201,0,
BR,,DMSO,,-83.7,0.1436,0,
BR,,COO,,-378.1,2.56,0,
BR,,CY-CH2~|~CY-CH~|~CY-C,,-122.5,0.0913,0,
BR,,THF~|~CY-CH2O~|~TRIOXAN,,-186.4,0,0,
BR,,(CH2)2SU~|~CH2SUCH,,2459.01,0,0,
CH=-C~|~C=-C,,DMF~|~HCON(..,,1025,0,0,
DMSO,,DMF~|~HCON(..,,-133.35,0.1022,0,
DMSO,,CHCL3,,-322.46,-0.020828,0,
DMSO,,HCONHCH3~|~HCONHCH2,,-3.44708,0,0,
ACRY,,CL-(C=C),,-74.88,0,0,
ACRY,,DMF~|~HCON(..,,-110.34,0,0,
CL-(C=C),,DMF~|~HCON(..,,967.74,0,0,
CL-(C=C),,COO,,-211.1,0,0,
CL-(C=C),,CY-CH2~|~CY-CH~|~CY-C,,-24.82,-0.5324,0,
CL-(C=C),,THF~|~CY-CH2O~|~TRIOXAN,,321.62,-4.9963,0.013871,
CL-(C=C),,CHCL3,,185.82,0,0,
ACF,,DMF~|~HCON(..,,190.06,0,0,
ACF,,CF3~|~CF2~|~CF,,-57.38,0,0,
ACF,,CY-CH2~|~CY-CH~|~CY-C,,112.7,-0.4103,0,
ACF,,THF~|~CY-CH2O~|~TRIOXAN,,-22.572,0,0,
DMF~|~HCON(..,,CY-CH2~|~CY-CH~|~CY-C,,141.2,-0.8783,0,
DMF~|~HCON(..,,THF~|~CY-CH2O~|~TRIOXAN,,53.871,-0.67747,0,
DMF~|~HCON(..,,HCOOH,,-310.13,0,0,
DMF~|~HCON(..,,HCONHCH3~|~HCONHCH2,,-18.3768,-0.450261,0,
CF3~|~CF2~|~CF,,CY-CH2~|~CY-CH~|~CY-C,,165.6,0,0,
COO,,CY-CH2~|~CY-CH~|~CY-C,,683.3,6.321,0,
CY-CH2~|~CY-CH~|~CY-C,,THF~|~CY-CH2O~|~TRIOXAN,,242.49,-0.038323,0,
CY-CH2~|~CY-CH~|~CY-C,,CHCL3,,183.79,-0.15182,0,
CY-CH2~|~CY-CH~|~CY-C,,NMP~|~NEP~|~NIPP~|~NTBP,,298.46,-0.6823,0,
CY-CH2~|~CY-CH~|~CY-C,,CONH2~|~CONHCH3~|~CONHCH2,,2187.67,-1.057,0,
CY-CH2~|~CY-CH~|~CY-C,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,499.19,0.5131,0,
CY-CH2~|~CY-CH~|~CY-C,,HCONHCH3~|~HCONHCH2,,-49.6851,3.86633,0,
CY-CH2~|~CY-CH~|~CY-C,,AC2H2S~|~AC2HS~|~AC2S,,313.43,0.0911,0,
CY-CH2~|~CY-CH~|~CY-C,,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,,373.49,0.0647,0,
CY-CH2~|~CY-CH~|~CY-C,,(CH2)2SU~|~CH2SUCH,,-581.16,4.1194,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3S~|~CH2S~|~CHS,,509.274,-0.533745,0,
CY-CH2~|~CY-CH~|~CY-C,,C3H2N2+~|~C3H3N2+,,-883.9302,4.0287,0,
CY-CH2~|~CY-CH~|~CY-C,,BTI-,,493.7747,-4.10779,0.0119213,
CY-CH2~|~CY-CH~|~CY-C,,C4H8N+,,-501.6695,1.6261,0,
CY-CH2~|~CY-CH~|~CY-C,,BF4-,,-381.9636,-3.00577,0.0076136,
CY-CH2~|~CY-CH~|~CY-C,,C5H5N+~|~C5H4N+,,-1078.495,3.65154,0,
CY-CH2~|~CY-CH~|~CY-C,,OTF-,,1654.642,-4.24837,0,
CY-CH2~|~CY-CH~|~CY-C,,-S-S-,,246.348,-1.9006,0,
CY-CH2~|~CY-CH~|~CY-C,,SO4~|~HSO4,,449.5142,2.1727,0.0360498,
THF~|~CY-CH2O~|~TRIOXAN,,CHCL3,,-523.96,0.4945,0,
THF~|~CY-CH2O~|~TRIOXAN,,(CH2)2SU~|~CH2SUCH,,19.221,0.4413,0,
THF~|~CY-CH2O~|~TRIOXAN,,C3H2N2+~|~C3H3N2+,,-617.0431,2.40181,0,
THF~|~CY-CH2O~|~TRIOXAN,,BTI-,,826.0889,-0.93908,0,
THF~|~CY-CH2O~|~TRIOXAN,,BF4-,,580.1045,-2.24427,-0.0080098,
THF~|~CY-CH2O~|~TRIOXAN,,C5H5N+~|~C5H4N+,,277.9974,0.25973,0,
THF~|~CY-CH2O~|~TRIOXAN,,OTF-,,-312.4461,1.126,0,
CHCL3,,(CH2)2SU~|~CH2SUCH,,184.792,0,0,
NMP~|~NEP~|~NIPP~|~NTBP,,AC2H2S~|~AC2HS~|~AC2S,,-1423.7,3.9162,0,
CONH2~|~CONHCH3~|~CONHCH2,,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,-91.65,-0.3411,0,
CONH2~|~CONHCH3~|~CONHCH2,,HCONHCH3~|~HCONHCH2,,-188.913,0,0,
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,(CH2)2SU~|~CH2SUCH,,912.2161,-2.02314,0,
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,,(CH2)2SU~|~CH2SUCH,,-9.63211,0.555403,-6.50E-05,
(CH2)2SU~|~CH2SUCH,,CH3S~|~CH2S~|~CHS,,200.04,0.1979,-0.0016,
C3H2N2+~|~C3H3N2+,,BTI-,,-103.0519,-1.42845,0.0094424,
C3H2N2+~|~C3H3N2+,,BF4-,,-107.3735,-3.90856,0.0005537,
C3H2N2+~|~C3H3N2+,,OTF-,,133.3952,-2.64806,-0.0025991,
C3H2N2+~|~C3H3N2+,,SO4~|~HSO4,,-113.0145,-1.48378,0,
C3H2N2+~|~C3H3N2+,,PF6,,4542.127,0.85207,-0.0518203,
BTI-,,C4H8N+,,-1403.31,-4.02583,0.0382461,
BTI-,,C5H5N+~|~C5H4N+,,855.7144,-1.14021,0,
C4H8N+,,OTF-,,-1138.034,0.70013,0,
BF4-,,C5H5N+~|~C5H4N+,,-1679.977,4.40837,-0.0092342,
CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,CH3~|~CH2~|~CH~|~C,,-95.41801,0.061708,0,
ACH~|~AC,,CH3~|~CH2~|~CH~|~C,,16.07,-0.2998,0,
ACCH3~|~ACCH2~|~ACCH,,CH3~|~CH2~|~CH~|~C,,47.2,0.3575,0,
OH (P)~|~OH (S)~|~OH (T),,CH3~|~CH2~|~CH~|~C,,1606,-4.746,0.0009181,
CH3OH,,CH3~|~CH2~|~CH~|~C,,82.593,-0.48575,0,
H2O,,CH3~|~CH2~|~CH~|~C,,-17.253,0.8389,0.0009021,
ACOH,,CH3~|~CH2~|~CH~|~C,,1987,-4.615,0,
CH3CO~|~CH2CO,,CH3~|~CH2~|~CH~|~C,,199,-0.8709,0,
CHO,,CH3~|~CH2~|~CH~|~C,,256.21,0,0,
CH3COO~|~CH2COO,,CH3~|~CH2~|~CH~|~C,,632.22,-3.3912,0.0039282,
HCOO,,CH3~|~CH2~|~CH~|~C,,238.5,-0.5358,0,
CH3O~|~CH2O~|~CHO,,CH3~|~CH2~|~CH~|~C,,-9.654,-0.03242,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CH3~|~CH2~|~CH~|~C,,326.04,-2.6348,0.0033576,
CH3NH~|~CH2NH~|~CHNH,,CH3~|~CH2~|~CH~|~C,,207.26,-1.0916,0,
CH3N~|~CH2N,,CH3~|~CH2~|~CH~|~C,,205.65,-1.4436,0,
ACNH2,,CH3~|~CH2~|~CH~|~C,,2257.3,-5.6676,0,
AC2H2N~|~AC2HN~|~AC2N,,CH3~|~CH2~|~CH~|~C,,-436.15,3.4225,-0.0087,
CH3CN~|~CH2CN,,CH3~|~CH2~|~CH~|~C,,293.81,-1.3979,0,
COOH,,CH3~|~CH2~|~CH~|~C,,2017.7,-9.0933,0.010238,
CH2CL~|~CHCL~|~CCL,,CH3~|~CH2~|~CH~|~C,,-65.68501,0.074091,0,
CH2CL2~|~CHCL2~|~CCL2,,CH3~|~CH2~|~CH~|~C,,311.55,-1.1856,0,
CCL3,,CH3~|~CH2~|~CH~|~C,,1302.6,-8.427,0.014417,
CCL4,,CH3~|~CH2~|~CH~|~C,,-148.07,1.0927,-0.002416,
ACCL,,CH3~|~CH2~|~CH~|~C,,3264,-20.84,0.03317,
CH3NO2~|~CH2NO2~|~CHNO2,,CH3~|~CH2~|~CH~|~C,,-396.5,3.092,-0.006266,
ACNO2,,CH3~|~CH2~|~CH~|~C,,1744,-4.082,0,
CS2,,CH3~|~CH2~|~CH~|~C,,72.12,-1.126,0,
CH3SH~|~CH2SH,,CH3~|~CH2~|~CH~|~C,,-59.9,-0.008313,0,
FURFURAL,,CH3~|~CH2~|~CH~|~C,,210.5,-1.081,0,
DOH,,CH3~|~CH2~|~CH~|~C,,28.17,0,0,
I,,CH3~|~CH2~|~CH~|~C,,166,-0.7116,0,
BR,,CH3~|~CH2~|~CH~|~C,,-62.08,-0.3658,0,
CH=-C~|~C=-C,,CH3~|~CH2~|~CH~|~C,,-22.04,-0.1018,0,
DMSO,,CH3~|~CH2~|~CH~|~C,,477.1,-2.175,0,
ACRY,,CH3~|~CH2~|~CH~|~C,,-291.9,0,0,
CL-(C=C),,CH3~|~CH2~|~CH~|~C,,3.202,-0.6894,0,
ACF,,CH3~|~CH2~|~CH~|~C,,-160.3,-0.0108,0,
DMF~|~HCON(..,,CH3~|~CH2~|~CH~|~C,,151,-0.9023,0,
CF3~|~CF2~|~CF,,CH3~|~CH2~|~CH~|~C,,-484.3,2.467,0,
COO,,CH3~|~CH2~|~CH~|~C,,-314.6,1.287,0,
CY-CH2~|~CY-CH~|~CY-C,,CH3~|~CH2~|~CH~|~C,,170.9,-0.8062,0.001291,
THF~|~CY-CH2O~|~TRIOXAN,,CH3~|~CH2~|~CH~|~C,,186.71,-1.3546,0.0024016,
HCOOH,,CH3~|~CH2~|~CH~|~C,,-21.23,0,0,
CHCL3,,CH3~|~CH2~|~CH~|~C,,-44.069,0.027778,0,
NMP~|~NEP~|~NIPP~|~NTBP,,CH3~|~CH2~|~CH~|~C,,-249.85,1.7054,0,
CONH2~|~CONHCH3~|~CONHCH2,,CH3~|~CH2~|~CH~|~C,,189.911,-0.9413,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CH3~|~CH2~|~CH~|~C,,82.6,-0.615,-0.000623,
HCONHCH3~|~HCONHCH2,,CH3~|~CH2~|~CH~|~C,,183.02,-1.22588,0.000583,
AC2H2S~|~AC2HS~|~AC2S,,CH3~|~CH2~|~CH~|~C,,-16.034,-0.5337,0,
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,CH3~|~CH2~|~CH~|~C,,-41,0,0,
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,,CH3~|~CH2~|~CH~|~C,,-0.067,-0.3935,4.00E-05,
(CH2)2SU~|~CH2SUCH,,CH3~|~CH2~|~CH~|~C,,438.76,-1.2256,0,
CH3S~|~CH2S~|~CHS,,CH3~|~CH2~|~CH~|~C,,-309.943,0.64856,0,
C3H2N2+~|~C3H3N2+,,CH3~|~CH2~|~CH~|~C,,77.7793,0.83298,0,
BTI-,,CH3~|~CH2~|~CH~|~C,,996.5333,-5.48462,0.0095873,
C4H8N+,,CH3~|~CH2~|~CH~|~C,,907.3842,0.46568,-0.0055872,
BF4-,,CH3~|~CH2~|~CH~|~C,,454.5569,-1.47382,0.0010454,
C5H5N+~|~C5H4N+,,CH3~|~CH2~|~CH~|~C,,-307.8627,3.60996,-0.0081757,
OTF-,,CH3~|~CH2~|~CH~|~C,,243.462,-1.03559,0,
-S-S-,,CH3~|~CH2~|~CH~|~C,,2660.16,-6.86512,0,
SO4~|~HSO4,,CH3~|~CH2~|~CH~|~C,,1131.305,-0.93175,0,
PF6,,CH3~|~CH2~|~CH~|~C,,3504.325,2.66288,-0.0330202,
ACH~|~AC,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-157.2,0.6166,0,
ACCH3~|~ACCH2~|~ACCH,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-113.1,1.172,0,
OH (P)~|~OH (S)~|~OH (T),,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,1566,-5.809,0.005197,
CH3OH,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-96.297,0.6304,-0.0018,
H2O,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-1301,4.072,0,
ACOH,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,191.6,0.4936,0,
CH3CO~|~CH2CO,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,91.811,-0.71715,0,
CHO,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,202.49,0,0,
CH3COO~|~CH2COO,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-582.82,1.6732,0,
HCOO,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-28.63,0,0,
CH3O~|~CH2O~|~CHO,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-844.3,2.945,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,498.8,-5.148,0.01039,
CH3NH~|~CH2NH~|~CHNH,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-124.32,0,0,
CH3N~|~CH2N,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-131.5,0,0,
ACNH2,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,3982,-19.72,0.02783,
AC2H2N~|~AC2HN~|~AC2N,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-13.317,0,0,
CH3CN~|~CH2CN,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-181.93,0,0,
COOH,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-347.5,1.216,0,
CH2CL~|~CHCL~|~CCL,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-359.6,1.238,0,
CH2CL2~|~CHCL2~|~CCL2,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,55.881,0,0,
CCL3,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,255.41,0,0,
CCL4,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-663.45,2.3281,0,
ACCL,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,215.5,-1.519,0,
CH3NO2~|~CH2NO2~|~CHNO2,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,452.2,-1.997,0,
CS2,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,70.88,-1.09,0,
FURFURAL,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-146.1,0,0,
BR,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,160.4,-0.5148,0,
CH=-C~|~C=-C,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-197.06,1.8723,-0.0027,
DMSO,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,154,-1.303,0,
ACRY,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-113.8,0,0,
CL-(C=C),,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-300.6,-0.09576,0,
ACF,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-139.5,0.9076,0,
DMF~|~HCON(..,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-152.2,0,0,
COO,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,698.5,-2.159,0,
CY-CH2~|~CY-CH~|~CY-C,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,60.2,0.1565,0,
THF~|~CY-CH2O~|~TRIOXAN,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,1182.6,-5,0.0037455,
CHCL3,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-174.41,0,0,
NMP~|~NEP~|~NIPP~|~NTBP,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-734.87,3.3463,0,
CONH2~|~CONHCH3~|~CONHCH2,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,92.7,-0.8135,0,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-81.79,0,0,
HCONHCH3~|~HCONHCH2,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,90.0134,-0.920017,0,
AC2H2S~|~AC2HS~|~AC2S,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-39.373,0,0,
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,57.86,0,0,
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,298.55,-1.4153,0,
(CH2)2SU~|~CH2SUCH,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-65.66,0,0,
CH3S~|~CH2S~|~CHS,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-156.458,0,0,
C3H2N2+~|~C3H3N2+,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,1753.135,-3.112,0,
BTI-,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-1213.93,5.14012,0,
C4H8N+,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,-1151.296,4.7125,0,
BF4-,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,4896.219,-1.86077,-0.0254894,
C5H5N+~|~C5H4N+,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,159.8103,1.85317,0,
OTF-,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,724.9113,-4.79411,0.0056279,
-S-S-,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,232.905,0,0,
SO4~|~HSO4,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,1804.025,-5.18107,0,
PF6,,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,,658.1962,0.57714,-0.0078001,
ACCH3~|~ACCH2~|~ACCH,,ACH~|~AC,,-45.33,0.4223,0,
OH (P)~|~OH (S)~|~OH (T),,ACH~|~AC,,3049,-12.77,0.01435,
CH3OH,,ACH~|~AC,,13.733,-0.11768,0,
H2O,,ACH~|~AC,,332.3,1.158,0,
ACOH,,ACH~|~AC,,2340,-5.043,0,
CH3CO~|~CH2CO,,ACH~|~AC,,-57.53,1.212,-0.003715,
CHO,,ACH~|~AC,,1011,-2.167,0,
CH3COO~|~CH2COO,,ACH~|~AC,,622.73,-1.7605,0,
HCOO,,ACH~|~AC,,108.3,-0.262,0,
CH3O~|~CH2O~|~CHO,,ACH~|~AC,,179,0.05615,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,ACH~|~AC,,-121,-1.901,0.006999,
CH3NH~|~CH2NH~|~CHNH,,ACH~|~AC,,105.63,-0.60667,0,
CH3N~|~CH2N,,ACH~|~AC,,16.29,-0.6022,0,
ACNH2,,ACH~|~AC,,154.39,1.2458,0,
AC2H2N~|~AC2HN~|~AC2N,,ACH~|~AC,,1810.8,-5.7594,0.0023,
CH3CN~|~CH2CN,,ACH~|~AC,,111.8,-0.5959,0,
COOH,,ACH~|~AC,,613.32,-1.595,0,
CH2CL~|~CHCL~|~CCL,,ACH~|~AC,,-58.972,0.1046,0,
CH2CL2~|~CHCL2~|~CCL2,,ACH~|~AC,,-142.2,0.39662,0,
CCL3,,ACH~|~AC,,-78.116,0.69975,0,
CCL4,,ACH~|~AC,,-305.5,2.12,-0.003239,
ACCL,,ACH~|~AC,,1885,-10.98,0.01661,
CH3NO2~|~CH2NO2~|~CHNO2,,ACH~|~AC,,-330,3.066,-0.005376,
ACNO2,,ACH~|~AC,,1866.23,-9.28137,0.008299,
CS2,,ACH~|~AC,,574.6,-3.702,0.003682,
CH3SH~|~CH2SH,,ACH~|~AC,,-2.1662,0.1196,0,
FURFURAL,,ACH~|~AC,,0.4086,-0.4601,0,
DOH,,ACH~|~AC,,-93.18999,1.5036,-0.00141,
I,,ACH~|~AC,,298.9,-0.8374,0,
BR,,ACH~|~AC,,187.5,-0.9020001,0,
DMSO,,ACH~|~AC,,-345.6,1.545,0,
CL-(C=C),,ACH~|~AC,,1887,-8.707001,0.007813,
ACF,,ACH~|~AC,,-1367,7.883,-0.007754,
DMF~|~HCON(..,,ACH~|~AC,,58.76,-0.6263,0.000668,
CF3~|~CF2~|~CF,,ACH~|~AC,,419.04,-0.1703,0,
COO,,ACH~|~AC,,670.8,-1.807,0,
CY-CH2~|~CY-CH~|~CY-C,,ACH~|~AC,,-2.619,1.094,-0.001557,
THF~|~CY-CH2O~|~TRIOXAN,,ACH~|~AC,,47.23,0.64039,0,
HCOOH,,ACH~|~AC,,-1141.6,8.656199,-0.015439,
CHCL3,,ACH~|~AC,,-201.52,-0.068774,0,
NMP~|~NEP~|~NIPP~|~NTBP,,ACH~|~AC,,-258.12,1.4084,0,
CONH2~|~CONHCH3~|~CONHCH2,,ACH~|~AC,,160.13,-1.3578,0.001331,
AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,,ACH~|~AC,,-14.89,-0.8126,2.00E-06,
HCONHCH3~|~HCONHCH2,,ACH~|~AC,,45.4296,-0.570848,0.000281,
AC2H2S~|~AC2HS~|~AC2S,,ACH~|~AC,,-660.25,1.4602,0,
H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,,ACH~|~AC,,-260.22,0,0,
(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,,ACH~|~AC,,-358.06,3.6831,-0.00782,
(CH2)2SU~|~CH2SUCH,,ACH~|~AC,,562.72,-2.4316,0.00242,
CH3S~|~CH2S~|~CHS,,ACH~|~AC,,-388.19,1.04305,0,
C3H2N2+~|~C3H3N2+,,ACH~|~AC,,-223.7499,0.2781,0,
BTI-,,ACH~|~AC,,20.2719,-0.33187,0.0025793,
C4H8N+,,ACH~|~AC,,26.3894,0.38631,-0.0027586,
BF4-,,ACH~|~AC,,2116.398,-2.11062,0,
C5H5N+~|~C5H4N+,,ACH~|~AC,,785.4488,-3.09114,0,
OTF-,,ACH~|~AC,,-15.3556,-0.15571,-0.0001404,
-S-S-,,ACH~|~AC,,-72.2694,0,0,
SO4~|~HSO4,,ACH~|~AC,,877.6001,-1.96581,0,
PF6,,ACH~|~AC,,-969.6266,3.81305,0.0028389,
OH (P)~|~OH (S)~|~OH (T),,ACCH3~|~ACCH2~|~ACCH,,2673,-5.765,-0.000332,
CH3OH,,ACCH3~|~ACCH2~|~ACCH,,145.54,-0.48799,0,
H2O,,ACCH3~|~ACCH2~|~ACCH,,24.144,1.6504,0,
ACOH,,ACCH3~|~ACCH2~|~ACCH,,1825,-3.743,0,
CH3CO~|~CH2CO,,ACCH3~|~ACCH2~|~ACCH,,-146.6,0.2419,0.0001133,
CHO,,ACCH3~|~ACCH2~|~ACCH,,1963,2.656,-0.01355,
CH3COO~|~CH2COO,,ACCH3~|~ACCH2~|~ACCH,,1624,-9.409,0.01338,
HCOO,,ACCH3~|~ACCH2~|~ACCH,,377.26,0,0,
CH3O~|~CH2O~|~CHO,,ACCH3~|~ACCH2~|~ACCH,,375,-1.57,0,
CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,,ACCH3~|~ACCH2~|~ACCH,,-45.44,5.141,-0.0142,
CH3NH~|~CH2NH~|~CHNH,,ACCH3~|~ACCH2~|~ACCH,,-316.22,0,0,
