Clapeyron Database File,,,,,
modified UNIFAC 2.0 (Dortmund) Unlike Parameters [csvtype = unlike,grouptype = UNIFACDortmund],,,,
CS2,C3H2N2+~|~C3H3N2+,137.67061,0.9758756,0,10.48550/arXiv.2412.12962
CS2,BTI-,188.57156,0.7584374,0,10.48550/arXiv.2412.12962
CS2,C4H8N+,-5.455889,1.3506012,0,10.48550/arXiv.2412.12962
CS2,BF4-,311.4063,0.5337716,0,10.48550/arXiv.2412.12962
CS2,C5H5N+~|~C5H4N+,10.661517,0.11051789,0,10.48550/arXiv.2412.12962
CS2,OTF-,408.76825,2.1060839,0,10.48550/arXiv.2412.12962
CS2,-S-S-,260.58365,-1.5168431,0,10.48550/arXiv.2412.12962
CS2,SO4~|~HSO4,30.629606,0.42384154,0,10.48550/arXiv.2412.12962
CS2,PF6,300.68738,1.6392492,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3~|~CH2~|~CH~|~C,15.096755,-0.50618076,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-30.50666,-0.2516972,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,ACH~|~AC,-32.75822,-0.004649645,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,ACCH3~|~ACCH2~|~ACCH,18.96178,-0.32451478,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,OH (P)~|~OH (S)~|~OH (T),624.44434,0.18923654,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3OH,543.75757,0.2721875,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,H2O,120.32495,0.16322662,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,ACOH,243.47534,0.13555399,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3CO~|~CH2CO,56.105427,-0.01008773,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,HCO,212.3169,0.3618098,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3COO~|~CH2COO,62.045345,-0.22886811,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,HCOO,134.14948,-0.1991954,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3O~|~CH2O~|~CHO,-10.009796,-0.032857567,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,164.21994,0.19472846,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3NH~|~CH2NH~|~CHNH,160.92218,-0.027302762,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3N~|~CH2N,-6.4138627,0.25545615,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,ACNH2,421.52737,0.3453168,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,AC2H2N~|~AC2HN~|~AC2N,69.23546,-0.04140229,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3CN~|~CH2CN,140.41414,0.12789303,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,COOH,181.77036,0.6136941,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH2CL~|~CHCL~|~CCL,-20.028238,-0.23157008,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH2CL2~|~CHCL2~|~CCL2,-55.605488,-0.23277132,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CCL3,-34.709045,-0.12746495,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CCL4,-15.478935,-0.025383463,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,ACCL,42.580147,-0.21166235,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3NO2~|~CH2NO2~|~CHNO2,23.139105,-0.03141623,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,ACNO2,222.0572,0.23028387,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CS2,109.0371,0.13014771,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,FURFURAL,192.41713,0.25011262,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,DOH,211.22186,0.26939246,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,I,122.09687,0.06884296,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,BR,-37.540543,-0.2308325,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH=-C~|~C=-C,7.032096,0.02658457,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,DMSO,16.950834,0.01398259,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,ACRY,126.85436,0.24511372,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CL-(C=C),-21.013105,-0.011949643,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,ACF,0.09137616,0.18376718,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,DMF~|~HCON(..,25.853653,0.24938546,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CF3~|~CF2~|~CF,-36.503433,-0.3842729,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,COO,110.00736,-0.15853855,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CY-CH2~|~CY-CH~|~CY-C,12.018472,-0.53579843,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,THF~|~CY-CH2O~|~TRIOXAN,-10.251261,-0.083588764,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,HCOOH,149.8151,0.008163772,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CHCL3,-85.691154,0.03285488,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,NMP~|~NEP~|~NIPP~|~NTBP,21.821247,0.3608885,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CONH2~|~CONHCH3~|~CONHCH2,349.4657,0.5015349,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,59.932526,0.3970762,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,HCONHCH3~|~HCONHCH2,49.318424,0.3424834,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,AC2H2S~|~AC2HS~|~AC2S,-60.386852,0.06984338,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,6.84696,-0.038521264,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,10.513819,-0.12070217,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,(CH2)2SU~|~CH2SUCH,87.04225,0.6331761,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,CH3S~|~CH2S~|~CHS,-4.2643957,0.15561487,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,C3H2N2+~|~C3H3N2+,-60.911186,0.6856578,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,BTI-,74.38822,0.28012985,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,C4H8N+,-96.831726,0.47944137,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,BF4-,137.70624,0.03661387,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,C5H5N+~|~C5H4N+,-105.98809,0.076145045,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,OTF-,133.97856,0.8902935,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,-S-S-,38.51548,-0.5564216,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,SO4~|~HSO4,-57.040592,0.100130476,0,10.48550/arXiv.2412.12962
CH3SH~|~CH2SH,PF6,97.81949,0.6826561,0,10.48550/arXiv.2412.12962
FURFURAL,CH3~|~CH2~|~CH~|~C,114.84806,-0.8433965,0,10.48550/arXiv.2412.12962
FURFURAL,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-35.6663,-0.52125704,0,10.48550/arXiv.2412.12962
FURFURAL,ACH~|~AC,-8.655241,-0.49079856,0,10.48550/arXiv.2412.12962
FURFURAL,ACCH3~|~ACCH2~|~ACCH,164.70033,-0.6921918,0,10.48550/arXiv.2412.12962
FURFURAL,OH (P)~|~OH (S)~|~OH (T),696.5417,-1.1739304,0,10.48550/arXiv.2412.12962
FURFURAL,CH3OH,655.9783,-1.0776147,0,10.48550/arXiv.2412.12962
FURFURAL,H2O,-28.678661,-0.48807302,0,10.48550/arXiv.2412.12962
FURFURAL,ACOH,-45.22712,0.36431143,0,10.48550/arXiv.2412.12962
FURFURAL,CH3CO~|~CH2CO,-40.560318,-0.20802951,0,10.48550/arXiv.2412.12962
FURFURAL,HCO,77.72842,-0.3654438,0,10.48550/arXiv.2412.12962
FURFURAL,CH3COO~|~CH2COO,-0.78159326,-0.46550927,0,10.48550/arXiv.2412.12962
FURFURAL,HCOO,140.77312,-0.006467748,0,10.48550/arXiv.2412.12962
FURFURAL,CH3O~|~CH2O~|~CHO,-148.14667,-0.25936955,0,10.48550/arXiv.2412.12962
FURFURAL,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,-102.36869,0.082873344,0,10.48550/arXiv.2412.12962
FURFURAL,CH3NH~|~CH2NH~|~CHNH,-19.23405,-0.07056706,0,10.48550/arXiv.2412.12962
FURFURAL,CH3N~|~CH2N,-33.156975,0.028346857,0,10.48550/arXiv.2412.12962
FURFURAL,ACNH2,236.38838,0.30777878,0,10.48550/arXiv.2412.12962
FURFURAL,AC2H2N~|~AC2HN~|~AC2N,-90.60666,0.3504865,0,10.48550/arXiv.2412.12962
FURFURAL,CH3CN~|~CH2CN,47.461494,-0.26673022,0,10.48550/arXiv.2412.12962
FURFURAL,COOH,132.64003,0.36081034,0,10.48550/arXiv.2412.12962
FURFURAL,CH2CL~|~CHCL~|~CCL,-85.04933,-0.6172516,0,10.48550/arXiv.2412.12962
FURFURAL,CH2CL2~|~CHCL2~|~CCL2,-206.5493,-0.38406125,0,10.48550/arXiv.2412.12962
FURFURAL,CCL3,-10.234539,-0.098959036,0,10.48550/arXiv.2412.12962
FURFURAL,CCL4,-10.747269,-0.44509727,0,10.48550/arXiv.2412.12962
FURFURAL,ACCL,189.23363,-1.1478857,0,10.48550/arXiv.2412.12962
FURFURAL,CH3NO2~|~CH2NO2~|~CHNO2,-110.57758,-0.3127033,0,10.48550/arXiv.2412.12962
FURFURAL,ACNO2,252.8708,-0.16064303,0,10.48550/arXiv.2412.12962
FURFURAL,CS2,436.3841,-0.61664224,0,10.48550/arXiv.2412.12962
FURFURAL,CH3SH~|~CH2SH,62.115105,-0.5065419,0,10.48550/arXiv.2412.12962
FURFURAL,DOH,166.52133,-0.45523548,0,10.48550/arXiv.2412.12962
FURFURAL,I,256.805,-0.8599077,0,10.48550/arXiv.2412.12962
FURFURAL,BR,-112.75559,0.21514724,0,10.48550/arXiv.2412.12962
FURFURAL,CH=-C~|~C=-C,-45.284233,-0.33339268,0,10.48550/arXiv.2412.12962
FURFURAL,DMSO,-151.26193,-0.16447137,0,10.48550/arXiv.2412.12962
FURFURAL,ACRY,221.37903,-0.5209171,0,10.48550/arXiv.2412.12962
FURFURAL,CL-(C=C),-4.905241,-0.4298374,0,10.48550/arXiv.2412.12962
FURFURAL,ACF,28.154922,0.28431305,0,10.48550/arXiv.2412.12962
FURFURAL,DMF~|~HCON(..,-72.94733,-0.2807045,0,10.48550/arXiv.2412.12962
FURFURAL,CF3~|~CF2~|~CF,-167.69789,0.048337426,0,10.48550/arXiv.2412.12962
FURFURAL,COO,-7.7628736,-0.34249133,0,10.48550/arXiv.2412.12962
FURFURAL,CY-CH2~|~CY-CH~|~CY-C,106.47834,-0.7884102,0,10.48550/arXiv.2412.12962
FURFURAL,THF~|~CY-CH2O~|~TRIOXAN,-64.658134,-0.2526768,0,10.48550/arXiv.2412.12962
FURFURAL,HCOOH,-93.55614,-0.1781805,0,10.48550/arXiv.2412.12962
FURFURAL,CHCL3,-274.17484,-0.09156566,0,10.48550/arXiv.2412.12962
FURFURAL,NMP~|~NEP~|~NIPP~|~NTBP,-40.13161,0.23083906,0,10.48550/arXiv.2412.12962
FURFURAL,CONH2~|~CONHCH3~|~CONHCH2,325.6582,0.42466655,0,10.48550/arXiv.2412.12962
FURFURAL,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,-170.20949,0.121871546,0,10.48550/arXiv.2412.12962
FURFURAL,HCONHCH3~|~HCONHCH2,51.920364,0.07542279,0,10.48550/arXiv.2412.12962
FURFURAL,AC2H2S~|~AC2HS~|~AC2S,-132.13403,0.12619542,0,10.48550/arXiv.2412.12962
FURFURAL,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,-60.68102,-0.7516357,0,10.48550/arXiv.2412.12962
FURFURAL,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,-48.95999,-0.16605276,0,10.48550/arXiv.2412.12962
FURFURAL,(CH2)2SU~|~CH2SUCH,109.29207,0.5207633,0,10.48550/arXiv.2412.12962
FURFURAL,CH3S~|~CH2S~|~CHS,-40.92502,-0.24040233,0,10.48550/arXiv.2412.12962
FURFURAL,C3H2N2+~|~C3H3N2+,-151.65694,0.44727466,0,10.48550/arXiv.2412.12962
FURFURAL,BTI-,68.62047,0.3776963,0,10.48550/arXiv.2412.12962
FURFURAL,C4H8N+,-151.24841,0.40976906,0,10.48550/arXiv.2412.12962
FURFURAL,BF4-,81.3259,1.0362098,0,10.48550/arXiv.2412.12962
FURFURAL,C5H5N+~|~C5H4N+,-159.2559,0.094973646,0,10.48550/arXiv.2412.12962
FURFURAL,OTF-,35.667206,0.77672374,0,10.48550/arXiv.2412.12962
FURFURAL,-S-S-,-113.232666,-1.2752559,0,10.48550/arXiv.2412.12962
FURFURAL,SO4~|~HSO4,-230.8717,-1.7886195,0,10.48550/arXiv.2412.12962
FURFURAL,PF6,68.25867,0.53526,0,10.48550/arXiv.2412.12962
DOH,CH3~|~CH2~|~CH~|~C,88.690994,0.027637174,0,10.48550/arXiv.2412.12962
DOH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,50.141315,0.08435516,0,10.48550/arXiv.2412.12962
DOH,ACH~|~AC,75.73337,0.20760077,0,10.48550/arXiv.2412.12962
DOH,ACCH3~|~ACCH2~|~ACCH,166.68616,0.1255128,0,10.48550/arXiv.2412.12962
DOH,OH (P)~|~OH (S)~|~OH (T),449.58694,-0.5433798,0,10.48550/arXiv.2412.12962
DOH,CH3OH,393.53204,-0.47039923,0,10.48550/arXiv.2412.12962
DOH,H2O,-192.47998,-0.09664645,0,10.48550/arXiv.2412.12962
DOH,ACOH,29.889326,-0.31791016,0,10.48550/arXiv.2412.12962
DOH,CH3CO~|~CH2CO,128.12674,-0.07727777,0,10.48550/arXiv.2412.12962
DOH,HCO,266.40216,0.022000303,0,10.48550/arXiv.2412.12962
DOH,CH3COO~|~CH2COO,204.43008,-0.08176317,0,10.48550/arXiv.2412.12962
DOH,HCOO,293.6002,-0.0876093,0,10.48550/arXiv.2412.12962
DOH,CH3O~|~CH2O~|~CHO,-85.83745,-0.12284681,0,10.48550/arXiv.2412.12962
DOH,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,-11.9329605,0.009829397,0,10.48550/arXiv.2412.12962
DOH,CH3NH~|~CH2NH~|~CHNH,61.743504,-0.027874857,0,10.48550/arXiv.2412.12962
DOH,CH3N~|~CH2N,30.586302,0.013053592,0,10.48550/arXiv.2412.12962
DOH,ACNH2,243.47488,0.021738553,0,10.48550/arXiv.2412.12962
DOH,AC2H2N~|~AC2HN~|~AC2N,106.45469,-0.052107997,0,10.48550/arXiv.2412.12962
DOH,CH3CN~|~CH2CN,278.94308,0.09192656,0,10.48550/arXiv.2412.12962
DOH,COOH,-87.554184,-0.105826035,0,10.48550/arXiv.2412.12962
DOH,CH2CL~|~CHCL~|~CCL,97.97462,0.12759586,0,10.48550/arXiv.2412.12962
DOH,CH2CL2~|~CHCL2~|~CCL2,8.033299,0.14523911,0,10.48550/arXiv.2412.12962
DOH,CCL3,81.28584,0.20153083,0,10.48550/arXiv.2412.12962
DOH,CCL4,25.307884,0.23843782,0,10.48550/arXiv.2412.12962
DOH,ACCL,270.44833,0.53216,0,10.48550/arXiv.2412.12962
DOH,CH3NO2~|~CH2NO2~|~CHNO2,124.10455,0.04925378,0,10.48550/arXiv.2412.12962
DOH,ACNO2,301.02744,0.1833835,0,10.48550/arXiv.2412.12962
DOH,CS2,399.29288,0.5638554,0,10.48550/arXiv.2412.12962
DOH,CH3SH~|~CH2SH,164.05617,0.121050805,0,10.48550/arXiv.2412.12962
DOH,FURFURAL,333.2583,0.16594711,0,10.48550/arXiv.2412.12962
DOH,I,444.93616,0.18892172,0,10.48550/arXiv.2412.12962
DOH,BR,96.37742,0.19831604,0,10.48550/arXiv.2412.12962
DOH,CH=-C~|~C=-C,71.63369,0.003305544,0,10.48550/arXiv.2412.12962
DOH,DMSO,-62.115955,-0.07791545,0,10.48550/arXiv.2412.12962
DOH,ACRY,329.73987,0.33965465,0,10.48550/arXiv.2412.12962
DOH,CL-(C=C),43.67209,0.25644577,0,10.48550/arXiv.2412.12962
DOH,ACF,76.902245,0.19237287,0,10.48550/arXiv.2412.12962
DOH,DMF~|~HCON(..,98.76418,0.052125044,0,10.48550/arXiv.2412.12962
DOH,CF3~|~CF2~|~CF,-9.373649,0.067595445,0,10.48550/arXiv.2412.12962
DOH,COO,192.9274,0.050847944,0,10.48550/arXiv.2412.12962
DOH,CY-CH2~|~CY-CH~|~CY-C,96.68211,-0.050954714,0,10.48550/arXiv.2412.12962
DOH,THF~|~CY-CH2O~|~TRIOXAN,15.443038,-0.058755126,0,10.48550/arXiv.2412.12962
DOH,HCOOH,-191.86282,-0.24492462,0,10.48550/arXiv.2412.12962
DOH,CHCL3,-87.698425,0.33601683,0,10.48550/arXiv.2412.12962
DOH,NMP~|~NEP~|~NIPP~|~NTBP,56.167927,0.020338034,0,10.48550/arXiv.2412.12962
DOH,CONH2~|~CONHCH3~|~CONHCH2,259.28427,-0.056833107,0,10.48550/arXiv.2412.12962
DOH,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,12.912026,0.14401072,0,10.48550/arXiv.2412.12962
DOH,HCONHCH3~|~HCONHCH2,-34.154266,-0.030639548,0,10.48550/arXiv.2412.12962
DOH,AC2H2S~|~AC2HS~|~AC2S,19.239147,0.2646946,0,10.48550/arXiv.2412.12962
DOH,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,73.26135,0.09709096,0,10.48550/arXiv.2412.12962
DOH,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,149.8396,0.0416917,0,10.48550/arXiv.2412.12962
DOH,(CH2)2SU~|~CH2SUCH,339.73566,0.034752928,0,10.48550/arXiv.2412.12962
DOH,CH3S~|~CH2S~|~CHS,47.253284,0.20500588,0,10.48550/arXiv.2412.12962
DOH,C3H2N2+~|~C3H3N2+,23.346687,-0.23802616,0,10.48550/arXiv.2412.12962
DOH,BTI-,105.84199,-0.02008327,0,10.48550/arXiv.2412.12962
DOH,C4H8N+,1.295599,-0.19129829,0,10.48550/arXiv.2412.12962
DOH,BF4-,-18.485662,-0.030498018,0,10.48550/arXiv.2412.12962
DOH,C5H5N+~|~C5H4N+,75.59537,-0.18969455,0,10.48550/arXiv.2412.12962
DOH,OTF-,36.355568,-0.2775338,0,10.48550/arXiv.2412.12962
DOH,-S-S-,-23.241135,0.010459932,0,10.48550/arXiv.2412.12962
DOH,SO4~|~HSO4,-13.536434,-0.33178133,0,10.48550/arXiv.2412.12962
DOH,PF6,193.71115,-0.17267486,0,10.48550/arXiv.2412.12962
I,CH3~|~CH2~|~CH~|~C,57.125355,-0.5426087,0,10.48550/arXiv.2412.12962
I,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-61.821243,-0.1468349,0,10.48550/arXiv.2412.12962
I,ACH~|~AC,-26.380802,0.1616055,0,10.48550/arXiv.2412.12962
I,ACCH3~|~ACCH2~|~ACCH,6.099037,-0.1749741,0,10.48550/arXiv.2412.12962
I,OH (P)~|~OH (S)~|~OH (T),936.2528,0.3596117,0,10.48550/arXiv.2412.12962
I,CH3OH,802.544,0.019679021,0,10.48550/arXiv.2412.12962
I,H2O,146.44366,-0.07190935,0,10.48550/arXiv.2412.12962
I,ACOH,430.1622,-0.004095812,0,10.48550/arXiv.2412.12962
I,CH3CO~|~CH2CO,24.13757,-0.20719165,0,10.48550/arXiv.2412.12962
I,HCO,155.76315,0.29697046,0,10.48550/arXiv.2412.12962
I,CH3COO~|~CH2COO,122.32555,-0.55641115,0,10.48550/arXiv.2412.12962
I,HCOO,243.76488,-0.21874301,0,10.48550/arXiv.2412.12962
I,CH3O~|~CH2O~|~CHO,-94.58955,-0.12941949,0,10.48550/arXiv.2412.12962
I,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,117.47222,0.4637821,0,10.48550/arXiv.2412.12962
I,CH3NH~|~CH2NH~|~CHNH,70.737144,0.25009337,0,10.48550/arXiv.2412.12962
I,CH3N~|~CH2N,-1.5562593,0.40126404,0,10.48550/arXiv.2412.12962
I,ACNH2,613.47394,0.5961565,0,10.48550/arXiv.2412.12962
I,AC2H2N~|~AC2HN~|~AC2N,37.809135,0.06853733,0,10.48550/arXiv.2412.12962
I,CH3CN~|~CH2CN,175.93274,0.06221724,0,10.48550/arXiv.2412.12962
I,COOH,303.03378,0.2215143,0,10.48550/arXiv.2412.12962
I,CH2CL~|~CHCL~|~CCL,18.929846,-0.36061057,0,10.48550/arXiv.2412.12962
I,CH2CL2~|~CHCL2~|~CCL2,6.5232954,-0.34074008,0,10.48550/arXiv.2412.12962
I,CCL3,29.71308,0.09712425,0,10.48550/arXiv.2412.12962
I,CCL4,1.5640576,0.10261348,0,10.48550/arXiv.2412.12962
I,ACCL,153.0916,0.24299543,0,10.48550/arXiv.2412.12962
I,CH3NO2~|~CH2NO2~|~CHNO2,80.55563,0.015614698,0,10.48550/arXiv.2412.12962
I,ACNO2,304.94592,-0.038050547,0,10.48550/arXiv.2412.12962
I,CS2,322.58356,0.50508535,0,10.48550/arXiv.2412.12962
I,CH3SH~|~CH2SH,91.76133,-0.04004857,0,10.48550/arXiv.2412.12962
I,FURFURAL,352.40707,-0.029766062,0,10.48550/arXiv.2412.12962
I,DOH,267.53085,-0.045444235,0,10.48550/arXiv.2412.12962
I,BR,22.704266,0.032443292,0,10.48550/arXiv.2412.12962
I,CH=-C~|~C=-C,86.660545,-0.19694181,0,10.48550/arXiv.2412.12962
I,DMSO,-23.623934,-0.07363364,0,10.48550/arXiv.2412.12962
I,ACRY,300.9734,0.20206146,0,10.48550/arXiv.2412.12962
I,CL-(C=C),20.15047,0.23464642,0,10.48550/arXiv.2412.12962
I,ACF,131.46313,0.57926154,0,10.48550/arXiv.2412.12962
I,DMF~|~HCON(..,-18.114594,-0.22194515,0,10.48550/arXiv.2412.12962
I,CF3~|~CF2~|~CF,283.98486,-0.10235273,0,10.48550/arXiv.2412.12962
I,COO,154.30551,0.14480853,0,10.48550/arXiv.2412.12962
I,CY-CH2~|~CY-CH~|~CY-C,63.690563,-0.4750185,0,10.48550/arXiv.2412.12962
I,THF~|~CY-CH2O~|~TRIOXAN,-59.0617,-0.23909225,0,10.48550/arXiv.2412.12962
I,HCOOH,225.3031,-0.32670417,0,10.48550/arXiv.2412.12962
I,CHCL3,20.408295,0.12177202,0,10.48550/arXiv.2412.12962
I,NMP~|~NEP~|~NIPP~|~NTBP,30.637867,0.15297194,0,10.48550/arXiv.2412.12962
I,CONH2~|~CONHCH3~|~CONHCH2,390.3106,0.27884302,0,10.48550/arXiv.2412.12962
I,AM(CH3)2~|~AMCH3CH2~|~AM(CH2)2,-50.45012,0.09316994,0,10.48550/arXiv.2412.12962
I,HCONHCH3~|~HCONHCH2,34.478313,0.18601465,0,10.48550/arXiv.2412.12962
I,AC2H2S~|~AC2HS~|~AC2S,-115.45051,0.33903435,0,10.48550/arXiv.2412.12962
I,H2COCH~|~COCH~|~HCOCH~|~H2COCH2~|~H2COC,-78.768005,-0.15099666,0,10.48550/arXiv.2412.12962
I,(CH3)2CB~|~(CH2)2CB~|~CH2CH3CB,-14.301299,-0.13521294,0,10.48550/arXiv.2412.12962
I,(CH2)2SU~|~CH2SUCH,194.35226,0.59786075,0,10.48550/arXiv.2412.12962
I,CH3S~|~CH2S~|~CHS,7.1771736,0.036477588,0,10.48550/arXiv.2412.12962
I,C3H2N2+~|~C3H3N2+,48.588554,0.4893077,0,10.48550/arXiv.2412.12962
I,BTI-,97.6247,-0.03379837,0,10.48550/arXiv.2412.12962
I,C4H8N+,-48.78364,0.22590679,0,10.48550/arXiv.2412.12962
I,BF4-,176.32382,0.12021984,0,10.48550/arXiv.2412.12962
I,C5H5N+~|~C5H4N+,-42.960377,-0.14088014,0,10.48550/arXiv.2412.12962
I,OTF-,195.14871,0.6073332,0,10.48550/arXiv.2412.12962
I,-S-S-,14.890886,-0.4801126,0,10.48550/arXiv.2412.12962
I,SO4~|~HSO4,-184.97925,-0.29657346,0,10.48550/arXiv.2412.12962
I,PF6,110.60822,0.27650252,0,10.48550/arXiv.2412.12962
BR,CH3~|~CH2~|~CH~|~C,-13.118733,-0.41209868,0,10.48550/arXiv.2412.12962
BR,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-19.892338,-0.306094,0,10.48550/arXiv.2412.12962
BR,ACH~|~AC,-30.337864,0.14377415,0,10.48550/arXiv.2412.12962
BR,ACCH3~|~ACCH2~|~ACCH,-61.956524,-0.21770787,0,10.48550/arXiv.2412.12962
BR,OH (P)~|~OH (S)~|~OH (T),1077.5062,-0.97329754,0,10.48550/arXiv.2412.12962
BR,CH3OH,911.9632,0.60148984,0,10.48550/arXiv.2412.12962
BR,H2O,327.58255,0.54136133,0,10.48550/arXiv.2412.12962
BR,ACOH,876.5296,-0.015945118,0,10.48550/arXiv.2412.12962
BR,CH3CO~|~CH2CO,-32.467255,0.27300733,0,10.48550/arXiv.2412.12962
BR,HCO,214.96107,-0.011480209,0,10.48550/arXiv.2412.12962
BR,CH3COO~|~CH2COO,142.838,-0.3306569,0,10.48550/arXiv.2412.12962
BR,HCOO,271.69373,-0.9944581,0,10.48550/arXiv.2412.12962
BR,CH3O~|~CH2O~|~CHO,-48.529034,0.12269926,0,10.48550/arXiv.2412.12962
BR,CH3NH2~|~CH2NH2~|~CHNH2~|~CNH2,212.4885,-0.03887868,0,10.48550/arXiv.2412.12962
BR,CH3NH~|~CH2NH~|~CHNH,149.89484,-0.39820114,0,10.48550/arXiv.2412.12962
BR,CH3N~|~CH2N,-45.37043,0.54879826,0,10.48550/arXiv.2412.12962
BR,ACNH2,824.405,-1.509914,0,10.48550/arXiv.2412.12962
BR,AC2H2N~|~AC2HN~|~AC2N,84.82894,-0.41145098,0,10.48550/arXiv.2412.12962
BR,CH3CN~|~CH2CN,194.97942,0.04343461,0,10.48550/arXiv.2412.12962
BR,COOH,514.55023,0.9447155,0,10.48550/arXiv.2412.12962
BR,CH2CL~|~CHCL~|~CCL,85.27312,-0.1779449,0,10.48550/arXiv.2412.12962
BR,CH2CL2~|~CHCL2~|~CCL2,145.8968,-0.30626717,0,10.48550/arXiv.2412.12962
BR,CCL3,89.05311,-0.26762635,0,10.48550/arXiv.2412.12962
BR,CCL4,64.153244,0.1837467,0,10.48550/arXiv.2412.12962
BR,ACCL,137.35822,-0.3752101,0,10.48550/arXiv.2412.12962
