Clapeyron Database Parameters
Asymmetric parameters for mixing Multiparameter EoS [csvtype = unlike]
species1,cas1,species2,cas2,beta_v,gamma_v,beta_T,gamma_T,source
carbon dioxide,124-38-9,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.00608,1.00235,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,r23~|~trifluoromethane,75-46-7,1.0,1.0,1.00402,0.9847,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,r32~|~difluoromethane,75-10-5,1.0,1.0,1.00312,0.99971,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,r41~|~fluoromethane~|~methyl fluoride,593-53-3,1.0,1.0,0.99603,1.003,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,sulfur dioxide,7446-09-5,1.0,1.0,1.00511,1.0107,10.1021/acs.jced.6b00257
carbon dioxide,124-38-9,toluene,108-88-3,1.0,1.0,1.00502,1.06677,10.1021/acs.jced.6b00257
carbonyl sulfide,463-58-1,hydrogen sulfide,7783-06-4,1.0,1.0,0.99425,0.94407,10.1021/acs.jced.6b00257
carbonyl sulfide,463-58-1,methane,74-82-8,1.0,1.0,1.01619,1.08482,10.1021/acs.jced.6b00257
carbonyl sulfide,463-58-1,propane~|~n-propane,74-98-6,1.0,1.0,0.99601,0.992,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,dimethyl carbonate,616-38-6,1.0,1.0,1.00826,0.92848,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,ethylbenzene,100-41-4,1.0,1.0,1.0043,0.99414,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,ethane,74-84-0,1.0,1.0,1.00539,1.09921,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,ethanol,64-17-5,1.0,1.0,1.02513,0.90252,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,1.00126,1.12037,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,hydrogen sulfide,7783-06-4,1.0,1.0,0.98291,1.01006,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,heptane~|~n-heptane,142-82-5,1.0,1.0,1.00116,0.99502,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,hexane~|~n-hexane,110-54-3,1.0,1.0,1.00102,0.99297,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,"isooctane~|~2,2,4-trimethylpentane",540-84-1,1.0,1.0,1.0019,0.99375,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,methane,74-82-8,1.0,1.0,1.01565,1.32339,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,1.00315,0.99328,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,nitrogen,7727-37-9,1.0,1.0,0.9997,1.47554,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,nonane~|~n-nonane,111-84-2,1.0,1.0,0.99583,1.00655,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,octane~|~n-octane,111-65-9,1.0,1.0,1.00125,0.99972,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,1.00392,0.99006,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,pentane~|~n-pentane,109-66-0,1.0,1.0,1.0005,0.99588,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,propane~|~n-propane,74-98-6,1.0,1.0,0.9974,1.03578,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,propene~|~propylene,115-07-1,1.0,1.0,1.00099,1.04089,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,1.00184,0.99198,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,r12~|~dichlorodifluoromethane,75-71-8,1.0,1.0,0.96292,0.989,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.99094,0.97638,10.1021/acs.jced.6b00257
cyclohexane,110-82-7,toluene,108-88-3,1.0,1.0,1.00176,0.98779,10.1021/acs.jced.6b00257
cyclopentane,287-92-3,water-d2~|~heavywater~|~deuterium oxide,556-67-2,1.0,1.0,0.99608,1.03293,10.1021/acs.jced.6b00257
cyclopentane,287-92-3,ethanol,64-17-5,1.0,1.0,1.06483,0.89994,10.1021/acs.jced.6b00257
cyclopentane,287-92-3,xenon,7440-63-3,1.0,1.0,1.04856,1.17726,10.1021/acs.jced.6b00257
cyclopropane,75-19-4,propane~|~n-propane,74-98-6,1.0,1.0,0.99757,0.98041,10.1021/acs.jced.6b00257
cyclopropane,75-19-4,r125~|~pentafluoroethane,354-33-6,1.0,1.0,1.01522,0.91039,10.1021/acs.jced.6b00257
cyclopropane,75-19-4,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,1.01623,0.91325,10.1021/acs.jced.6b00257
cyclopropane,75-19-4,xenon,7440-63-3,1.0,1.0,1.07035,0.94711,10.1021/acs.jced.6b00257
deuterium,7782-39-0,hydrogen,1333-74-0,1.0,1.0,0.99136,0.99511,10.1021/acs.jced.6b00257
deuterium,7782-39-0,neon,7440-01-9,1.0,1.0,0.98882,0.83393,10.1021/acs.jced.6b00257
deuterium,7782-39-0,nitrogen,7727-37-9,1.0,1.0,1.01561,1.22898,10.1021/acs.jced.6b00257
water-d2~|~heavywater~|~deuterium oxide,7789-20-0,water,7732-18-5,1.0,1.0,0.99577,1.00379,10.1021/acs.jced.6b00257
water-d2~|~heavywater~|~deuterium oxide,556-67-2,mdm~|~octamethyltrisiloxane,107-51-7,1.0,1.0,1.00174,0.99969,10.1021/acs.jced.6b00257
decane~|~n-decane,124-18-5,dimethyl carbonate,616-38-6,1.0,1.0,0.98375,0.9247,10.1021/acs.jced.6b00257
decane~|~n-decane,124-18-5,ethanol,64-17-5,1.0,1.0,0.99423,0.89711,10.1021/acs.jced.6b00257
decane~|~n-decane,124-18-5,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,1.05317,1.28576,10.1021/acs.jced.6b00257
decane~|~n-decane,124-18-5,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,1.00035,0.99369,10.1021/acs.jced.6b00257
decane~|~n-decane,124-18-5,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,0.99865,0.99471,10.1021/acs.jced.6b00257
decane~|~n-decane,124-18-5,propene~|~propylene,115-07-1,1.0,1.0,1.04471,1.19102,10.1021/acs.jced.6b00257
decane~|~n-decane,124-18-5,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.99899,0.99262,10.1021/acs.jced.6b00257
decane~|~n-decane,124-18-5,toluene,108-88-3,1.0,1.0,0.9929,0.99245,10.1021/acs.jced.6b00257
diethyl ether,60-29-7,ethanol,64-17-5,1.0,1.0,1.00897,0.97226,10.1021/acs.jced.6b00257
diethyl ether,60-29-7,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,1.01111,1.10874,10.1021/acs.jced.6b00257
diethyl ether,60-29-7,hexane~|~n-hexane,110-54-3,1.0,1.0,0.99773,0.99035,10.1021/acs.jced.6b00257
diethyl ether,60-29-7,methanol,67-56-1,1.0,1.0,1.00417,0.94684,10.1021/acs.jced.6b00257
diethyl ether,60-29-7,r12~|~dichlorodifluoromethane,75-71-8,1.0,1.0,0.99569,1.02787,10.1021/acs.jced.6b00257
diethyl ether,60-29-7,sulfur dioxide,7446-09-5,1.0,1.0,0.98788,1.04115,10.1021/acs.jced.6b00257
diethyl ether,60-29-7,water,7732-18-5,1.0,1.0,0.96917,0.84219,10.1021/acs.jced.6b00257
dimethyl carbonate,616-38-6,ethanol,64-17-5,1.0,1.0,1.00298,0.9412,10.1021/acs.jced.6b00257
dimethyl carbonate,616-38-6,heptane~|~n-heptane,142-82-5,1.0,1.0,1.00844,0.92607,10.1021/acs.jced.6b00257
dimethyl carbonate,616-38-6,hexane~|~n-hexane,110-54-3,1.0,1.0,1.00137,0.92986,10.1021/acs.jced.6b00257
dimethyl carbonate,616-38-6,methanol,67-56-1,1.0,1.0,0.99772,0.93765,10.1021/acs.jced.6b00257
dimethyl carbonate,616-38-6,nonane~|~n-nonane,111-84-2,1.0,1.0,1.02118,0.93384,10.1021/acs.jced.6b00257
dimethyl carbonate,616-38-6,octane~|~n-octane,111-65-9,1.0,1.0,1.01339,0.92726,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,ethanol,64-17-5,1.0,1.0,0.99876,1.0361,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,hexane~|~n-hexane,110-54-3,1.0,1.0,1.00984,0.99219,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,isobutane~|~2-methylpropane,75-28-5,1.0,1.0,1.00227,0.96302,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,methane,74-82-8,1.0,1.0,1.00956,1.14009,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,methanol,67-56-1,1.0,1.0,1.00406,1.00554,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,pentane~|~n-pentane,109-66-0,1.0,1.0,1.03571,0.99489,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,propane~|~n-propane,74-98-6,1.0,1.0,0.99761,0.96354,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,propene~|~propylene,115-07-1,1.0,1.0,0.99733,0.98909,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,r125~|~pentafluoroethane,354-33-6,1.0,1.0,1.00899,1.03733,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,0.99604,1.01372,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,"r143a~|~1,1,1-trifluoroethane",420-46-2,1.0,1.0,1.00012,0.99059,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,1.01491,1.07125,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.01575,1.05765,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,"r236ea~|~1,1,1,2,3,3-hexafluoropropane",431-63-0,1.0,1.0,0.98075,1.06804,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,"r236fa~|~1,1,1,3,3,3-hexafluoropropane",690-39-1,1.0,1.0,0.98997,1.04344,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,r32~|~difluoromethane,75-10-5,1.0,1.0,0.99399,0.99941,10.1021/acs.jced.6b00257
dimethyl ether,115-10-6,r40~|~chloromethane~|~methyl chloride,74-87-3,1.0,1.0,0.99969,1.01217,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,ethanol,64-17-5,1.0,1.0,1.01024,0.90463,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,heptane~|~n-heptane,142-82-5,1.0,1.0,1.0004,0.98665,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,hexane~|~n-hexane,110-54-3,1.0,1.0,0.99974,0.99383,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,"isooctane~|~2,2,4-trimethylpentane",540-84-1,1.0,1.0,1.00096,0.98599,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,methanol,67-56-1,1.0,1.0,1.00109,0.89432,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,1.00012,0.99939,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,nonane~|~n-nonane,111-84-2,1.0,1.0,1.00375,0.98564,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,octane~|~n-octane,111-65-9,1.0,1.0,1.00078,0.98584,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,1.00153,0.99924,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.99948,0.99905,10.1021/acs.jced.6b00257
ethylbenzene,100-41-4,toluene,108-88-3,1.0,1.0,1.00288,1.00252,10.1021/acs.jced.6b00257
ethane,74-84-0,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,1.00375,0.99401,10.1021/acs.jced.6b00257
ethane,74-84-0,hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,1.0,1.0,0.99182,0.90586,10.1021/acs.jced.6b00257
ethane,74-84-0,"isooctane~|~2,2,4-trimethylpentane",540-84-1,1.0,1.0,0.90358,1.22877,10.1021/acs.jced.6b00257
ethane,74-84-0,krypton,7439-90-9,1.0,1.0,1.00338,1.04799,10.1021/acs.jced.6b00257
ethane,74-84-0,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,0.98799,1.17616,10.1021/acs.jced.6b00257
ethane,74-84-0,propene~|~propylene,115-07-1,1.0,1.0,0.99928,1.0056,10.1021/acs.jced.6b00257
ethane,74-84-0,r116~|~perfluoroethane~|~hexafluoroethane,76-16-4,1.0,1.0,1.03539,0.89844,10.1021/acs.jced.6b00257
ethane,74-84-0,r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,1.0,1.0,1.01157,0.93961,10.1021/acs.jced.6b00257
ethane,74-84-0,r14~|~perfluoromethane~|~tetrafluoromethane~|~carbon tetrafluoride,75-73-0,1.0,1.0,1.01483,0.89216,10.1021/acs.jced.6b00257
ethane,74-84-0,r218~|~perfluoropropane~|~octafluoropropane,76-19-7,1.0,1.0,1.03147,0.93581,10.1021/acs.jced.6b00257
ethane,74-84-0,r23~|~trifluoromethane,75-46-7,1.0,1.0,1.00597,0.87082,10.1021/acs.jced.6b00257
ethane,74-84-0,toluene,108-88-3,1.0,1.0,0.9954,1.12756,10.1021/acs.jced.6b00257
ethane,74-84-0,xenon,7440-63-3,1.0,1.0,0.99857,1.0096,10.1021/acs.jced.6b00257
ethanol,64-17-5,ethene~|~ethylene~|~1-ethylene,74-85-1,1.0,1.0,1.02189,1.17065,10.1021/acs.jced.6b00257
ethanol,64-17-5,heptane~|~n-heptane,142-82-5,1.0,1.0,0.98096,0.8981,10.1021/acs.jced.6b00257
ethanol,64-17-5,hexane~|~n-hexane,110-54-3,1.0,1.0,0.97333,0.90746,10.1021/acs.jced.6b00257
ethanol,64-17-5,isobutene~|~isobutylene~|~2-methylpropene,115-11-7,1.0,1.0,0.97566,0.96241,10.1021/acs.jced.6b00257
ethanol,64-17-5,isohexane~|~2-methylpentane,107-83-5,1.0,1.0,0.98557,0.90538,10.1021/acs.jced.6b00257
ethanol,64-17-5,"isooctane~|~2,2,4-trimethylpentane",540-84-1,1.0,1.0,0.98077,0.89163,10.1021/acs.jced.6b00257
ethanol,64-17-5,methanol,67-56-1,1.0,1.0,1.00177,0.99902,10.1021/acs.jced.6b00257
ethanol,64-17-5,mm~|~hexamethyldisiloxane,107-46-0,1.0,1.0,0.99498,0.91176,10.1021/acs.jced.6b00257
ethanol,64-17-5,nitrogen,7727-37-9,1.0,1.0,1.04316,1.63914,10.1021/acs.jced.6b00257
ethanol,64-17-5,nonane~|~n-nonane,111-84-2,1.0,1.0,1.00808,0.89624,10.1021/acs.jced.6b00257
ethanol,64-17-5,octane~|~n-octane,111-65-9,1.0,1.0,0.99103,0.89471,10.1021/acs.jced.6b00257
ethanol,64-17-5,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,0.98697,0.90681,10.1021/acs.jced.6b00257
ethanol,64-17-5,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.97813,0.9059,10.1021/acs.jced.6b00257
ethanol,64-17-5,"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,1.0,1.0,0.9882,0.90301,10.1021/acs.jced.6b00257
ethanol,64-17-5,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,1.0,1.0,0.95361,0.93497,10.1021/acs.jced.6b00257
ethanol,64-17-5,r125~|~pentafluoroethane,354-33-6,1.0,1.0,1.00462,1.05044,10.1021/acs.jced.6b00257
ethanol,64-17-5,"r134a~|~tetrafluoroethane~|~1,1,1,2-tetrafluoroethane",811-97-2,1.0,1.0,0.97178,0.98183,10.1021/acs.jced.6b00257
ethanol,64-17-5,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,0.96946,0.97677,10.1021/acs.jced.6b00257
ethanol,64-17-5,r21~|~chfcl2~|~dichlorofluoromethane,75-43-4,1.0,1.0,0.97987,0.90692,10.1021/acs.jced.6b00257
ethanol,64-17-5,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.99373,1.05058,10.1021/acs.jced.6b00257
ethanol,64-17-5,r23~|~trifluoromethane,75-46-7,1.0,1.0,0.90517,1.05138,10.1021/acs.jced.6b00257
ethanol,64-17-5,r32~|~difluoromethane,75-10-5,1.0,1.0,0.97558,1.01657,10.1021/acs.jced.6b00257
ethanol,64-17-5,(e)-2-butene~|~trans-2-butene,624-64-6,1.0,1.0,0.97419,0.95288,10.1021/acs.jced.6b00257
ethanol,64-17-5,toluene,108-88-3,1.0,1.0,0.981,0.90682,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,heptane~|~n-heptane,142-82-5,1.0,1.0,0.97975,1.1797,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,hexane~|~n-hexane,110-54-3,1.0,1.0,0.99131,1.13008,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,isobutane~|~2-methylpropane,75-28-5,1.0,1.0,0.99619,1.05868,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,methane,74-82-8,1.0,1.0,0.99352,1.02333,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,nitrogen,7727-37-9,1.0,1.0,0.99699,1.051,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,nonane~|~n-nonane,111-84-2,1.0,1.0,0.96742,1.26048,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,octane~|~n-octane,111-65-9,1.0,1.0,0.9692,1.21808,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,propane~|~n-propane,74-98-6,1.0,1.0,1.00374,1.01236,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,propene~|~propylene,115-07-1,1.0,1.0,1.00207,1.01552,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene,116-15-4,1.0,1.0,1.01864,0.99653,10.1021/acs.jced.6b00257
ethene~|~ethylene~|~1-ethylene,74-85-1,xenon,7440-63-3,1.0,1.0,0.99831,0.98039,10.1021/acs.jced.6b00257
hydrogen sulfide,7783-06-4,"isooctane~|~2,2,4-trimethylpentane",540-84-1,1.0,1.0,1.02296,1.01015,10.1021/acs.jced.6b00257
hydrogen sulfide,7783-06-4,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,0.97237,1.10582,10.1021/acs.jced.6b00257
hydrogen sulfide,7783-06-4,"neopentane~|~2,2-dimethylpropane",463-82-1,1.0,1.0,1.02548,0.93089,10.1021/acs.jced.6b00257
hydrogen sulfide,7783-06-4,toluene,108-88-3,1.0,1.0,0.98283,1.08325,10.1021/acs.jced.6b00257
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,hexane~|~n-hexane,110-54-3,1.0,1.0,1.01481,1.01449,10.1021/acs.jced.6b00257
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,methanol,67-56-1,1.0,1.0,0.90069,1.65053,10.1021/acs.jced.6b00257
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,propane~|~n-propane,74-98-6,1.0,1.0,1.02143,0.9176,10.1021/acs.jced.6b00257
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,"r142b~|~1-chloro-1,1-difluoroethane",75-68-3,1.0,1.0,1.00828,1.00217,10.1021/acs.jced.6b00257
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,r32~|~difluoromethane,75-10-5,1.0,1.0,1.00252,0.9976,10.1021/acs.jced.6b00257
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,r40~|~chloromethane~|~methyl chloride,74-87-3,1.0,1.0,0.98451,1.08265,10.1021/acs.jced.6b00257
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,r41~|~fluoromethane~|~methyl fluoride,593-53-3,1.0,1.0,0.98722,1.10901,10.1021/acs.jced.6b00257
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,sulfur dioxide,7446-09-5,1.0,1.0,0.9942,1.05144,10.1021/acs.jced.6b00257
hcl~|~hydrogen chloride~|~hydrochloric acid,7647-01-0,xenon,7440-63-3,1.0,1.0,0.98264,0.90579,10.1021/acs.jced.6b00257
heptane~|~n-heptane,142-82-5,isohexane~|~2-methylpentane,107-83-5,1.0,1.0,1.00097,1.00472,10.1021/acs.jced.6b00257
heptane~|~n-heptane,142-82-5,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,0.99846,0.9896,10.1021/acs.jced.6b00257
heptane~|~n-heptane,142-82-5,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,0.99904,0.98672,10.1021/acs.jced.6b00257
heptane~|~n-heptane,142-82-5,propene~|~propylene,115-07-1,1.0,1.0,0.99114,1.06264,10.1021/acs.jced.6b00257
heptane~|~n-heptane,142-82-5,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,0.99936,0.98957,10.1021/acs.jced.6b00257
heptane~|~n-heptane,142-82-5,"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,1.0,1.0,0.99577,0.99057,10.1021/acs.jced.6b00257
heptane~|~n-heptane,142-82-5,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,1.0,1.0,0.99215,0.99663,10.1021/acs.jced.6b00257
heptane~|~n-heptane,142-82-5,r12~|~dichlorodifluoromethane,75-71-8,1.0,1.0,0.98822,1.03388,10.1021/acs.jced.6b00257
heptane~|~n-heptane,142-82-5,toluene,108-88-3,1.0,1.0,0.99684,0.98136,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,isohexane~|~2-methylpentane,107-83-5,1.0,1.0,0.99954,0.9986,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,"isooctane~|~2,2,4-trimethylpentane",540-84-1,1.0,1.0,1.00668,1.00427,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,mm~|~hexamethyldisiloxane,107-46-0,1.0,1.0,0.995,1.00697,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,1.01308,0.99672,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,1.00096,1.00154,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,propene~|~propylene,115-07-1,1.0,1.0,1.01641,1.03815,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,"pxylene~|~p-xylene~|~1,4-dimethylbenzene",106-42-3,1.0,1.0,1.00071,0.99711,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,"r113~|~1,1,2-trichlorotrifluoroethane~|~1,1,2-trichloro-1,2,2-trifluoroethane",76-13-1,1.0,1.0,0.9994,0.98509,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,"r114~|~1,2-dichlorotetrafluoroethane~|~1,2-dichloro-1,1,2,2-tetrafluoroethane",76-14-2,1.0,1.0,0.99629,0.98179,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane,75-45-6,1.0,1.0,0.98925,0.99579,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,toluene,108-88-3,1.0,1.0,0.99876,0.98316,10.1021/acs.jced.6b00257
hexane~|~n-hexane,110-54-3,xenon,7440-63-3,1.0,1.0,1.01959,1.16656,10.1021/acs.jced.6b00257
hydrogen,1333-74-0,neon,7440-01-9,1.0,1.0,1.00124,0.83639,10.1021/acs.jced.6b00257
isobutene~|~isobutylene~|~2-methylpropene,115-11-7,isobutane~|~2-methylpropane,75-28-5,1.0,1.0,1.00019,0.99644,10.1021/acs.jced.6b00257
isobutene~|~isobutylene~|~2-methylpropene,115-11-7,octane~|~n-octane,111-65-9,1.0,1.0,0.99296,1.0535,10.1021/acs.jced.6b00257
isobutene~|~isobutylene~|~2-methylpropene,115-11-7,propane~|~n-propane,74-98-6,1.0,1.0,1.00734,0.99305,10.1021/acs.jced.6b00257
isobutene~|~isobutylene~|~2-methylpropene,115-11-7,"r143a~|~1,1,1-trifluoroethane",420-46-2,1.0,1.0,1.0022,0.94375,10.1021/acs.jced.6b00257
isobutene~|~isobutylene~|~2-methylpropene,115-11-7,"r152a~|~difluoroethane~|~1,1-difluoroethane",75-37-6,1.0,1.0,1.0008,0.93949,10.1021/acs.jced.6b00257
isobutene~|~isobutylene~|~2-methylpropene,115-11-7,"r227ea~|~1,1,1,2,3,3,3-heptafluoropropane",431-89-0,1.0,1.0,1.01295,0.92836,10.1021/acs.jced.6b00257
isobutene~|~isobutylene~|~2-methylpropene,115-11-7,r40~|~chloromethane~|~methyl chloride,74-87-3,1.0,1.0,1.00052,0.97922,10.1021/acs.jced.6b00257
isobutene~|~isobutylene~|~2-methylpropene,115-11-7,sulfur dioxide,7446-09-5,1.0,1.0,0.9864,0.94224,10.1021/acs.jced.6b00257
isohexane~|~2-methylpentane,107-83-5,methanol,67-56-1,1.0,1.0,1.00691,0.88008,10.1021/acs.jced.6b00257
isohexane~|~2-methylpentane,107-83-5,propane~|~n-propane,74-98-6,1.0,1.0,1.00112,1.03496,10.1021/acs.jced.6b00257
"isooctane~|~2,2,4-trimethylpentane",540-84-1,"mxylene~|~m-xylene~|~1,3-dimethylbenzene",108-38-3,1.0,1.0,0.99628,1.0016,10.1021/acs.jced.6b00257
"isooctane~|~2,2,4-trimethylpentane",540-84-1,nitrogen,7727-37-9,1.0,1.0,1.00895,1.55448,10.1021/acs.jced.6b00257
"isooctane~|~2,2,4-trimethylpentane",540-84-1,octane~|~n-octane,111-65-9,1.0,1.0,1.00129,1.00412,10.1021/acs.jced.6b00257
"isooctane~|~2,2,4-trimethylpentane",540-84-1,"oxylene~|~o-xylene~|~1,2-dimethylbenzene",95-47-6,1.0,1.0,0.99859,0.98905,10.1021/acs.jced.6b00257
"isooctane~|~2,2,4-trimethylpentane",540-84-1,propene~|~propylene,115-07-1,1.0,1.0,1.03677,1.11387,10.1021/acs.jced.6b00257
